age,WORKCLASS,fnlwgt,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_0
20,NULL,289116,10,2,NULL,1,0,0,0,0,5,0,0
30,0,487330,10,0,7,2,0,1,0,0,30,0,0
17,NULL,34019,6,2,NULL,1,0,1,0,0,20,0,0
17,NULL,250541,7,2,NULL,1,4,1,0,0,8,0,0
21,1,318987,11,0,9,2,0,1,0,0,40,0,0
56,1,140558,9,0,3,2,0,1,0,0,40,0,0
59,4,303455,14,4,5,5,0,0,4787,0,60,0,1
37,1,76855,10,1,4,5,0,0,0,0,40,0,0
52,0,308764,10,1,4,5,0,0,0,0,40,0,0
50,3,339905,10,0,4,2,0,1,0,0,40,0,1
55,0,227856,13,0,4,2,0,1,7298,0,60,0,1
55,0,156430,13,0,5,2,0,1,0,0,40,0,1
45,NULL,98265,9,1,NULL,3,0,0,0,0,40,0,0
72,0,116640,10,0,5,2,0,1,3471,0,20,0,0
39,0,187167,10,1,4,3,0,0,0,0,40,0,0
28,0,184078,8,1,7,3,0,0,0,0,40,0,0
38,0,108140,13,1,0,4,0,1,0,0,40,0,0
44,0,150533,10,3,1,3,0,1,0,1876,55,0,0
51,1,313702,9,2,3,3,0,1,0,0,40,0,0
20,0,39803,10,2,2,1,0,1,0,1719,36,0,0
25,0,252752,10,2,10,3,0,0,0,0,45,0,0
52,0,111700,10,1,3,4,0,0,0,0,20,0,1
45,0,361842,9,4,1,3,0,0,0,0,40,0,0
17,0,231438,7,2,8,1,0,0,0,0,12,0,0
20,0,178469,9,2,2,1,1,0,0,0,15,NULL,0
64,4,116620,14,0,5,2,0,1,0,0,25,0,0
34,0,112212,9,0,8,2,0,1,0,1485,40,0,0
74,1,109101,10,0,4,2,0,1,0,0,4,0,0
58,3,72998,7,1,1,3,4,0,14084,0,40,0,1
44,0,147265,14,0,5,2,0,1,0,0,40,0,1
23,5,314645,12,2,8,3,0,0,0,0,25,0,0
23,0,444554,9,2,6,1,0,1,0,0,50,0,0
27,0,129629,11,2,0,4,0,0,0,0,36,0,0
34,0,106761,13,0,3,2,0,1,0,0,45,0,1
18,0,189924,9,2,3,1,0,0,0,0,24,0,0
33,0,311194,7,2,3,5,4,0,0,0,17,0,0
50,1,89737,10,0,1,2,0,1,0,0,48,0,0
47,0,49298,9,1,3,3,0,1,0,0,50,0,0
50,2,190333,15,0,5,2,0,1,99999,0,55,0,1
18,0,251923,7,2,3,1,0,0,0,0,15,0,0
49,4,298445,15,0,5,0,0,0,0,1977,60,0,1
34,0,180284,10,0,6,2,0,1,0,0,50,0,0
51,0,154342,14,0,5,2,0,1,7688,0,45,0,1
56,5,68658,10,0,4,2,0,1,0,0,40,0,1
64,0,203783,9,4,8,5,0,0,0,0,8,0,0
23,0,250037,10,2,9,3,0,0,0,0,50,0,0
33,0,158688,10,0,10,2,0,1,0,0,40,0,0
43,0,214781,14,0,4,2,0,1,0,0,45,0,0
60,3,404023,9,1,4,3,0,1,10520,0,40,0,1
57,5,109015,8,1,2,5,0,0,0,0,40,0,0
22,0,194630,13,2,3,3,0,1,0,0,45,0,0
23,0,239375,13,2,7,1,0,1,0,0,40,0,0
54,0,35576,10,0,3,2,0,1,0,2415,50,0,1
39,3,363630,9,0,8,2,4,1,7688,0,52,0,1
32,1,182926,14,2,5,3,0,1,0,0,40,0,0
20,0,117222,10,2,0,1,0,1,0,0,15,0,0
30,0,110643,10,2,4,3,0,1,0,0,52,0,0
56,1,170217,9,0,9,2,0,1,0,0,45,0,0
34,0,193285,9,0,6,2,0,1,0,0,40,0,0
32,0,161075,9,2,1,5,0,1,0,0,40,0,0
59,0,322691,14,0,5,2,0,1,0,0,50,0,1
19,0,229431,10,2,5,1,0,1,0,0,11,0,0
60,NULL,106282,5,4,NULL,3,0,0,0,0,40,0,0
29,0,105694,9,0,6,2,0,1,0,0,42,0,0
24,0,199883,10,0,1,2,0,1,0,0,60,0,0
41,5,100800,14,1,5,3,0,1,0,0,35,0,0
23,0,256278,4,0,6,4,3,0,0,0,30,36,0
32,0,156464,9,0,3,2,0,1,0,1902,50,0,1
51,2,129525,9,2,3,4,0,1,0,0,40,NULL,0
18,0,285013,9,2,3,1,0,1,0,0,10,0,0
28,0,248911,10,2,4,1,0,0,0,0,40,NULL,0
33,NULL,369386,10,0,NULL,0,0,0,5178,0,40,0,1
38,0,219902,9,3,10,5,4,0,0,0,30,0,0
29,0,375482,13,2,5,3,0,1,0,0,50,2,0
25,0,169124,9,0,10,2,0,1,0,0,45,0,0
31,0,183000,15,2,0,3,0,1,0,0,55,0,0
34,0,28053,13,5,8,3,0,0,0,0,25,0,0
34,0,242984,9,0,4,2,0,1,0,1887,45,0,1
66,5,132055,9,0,4,2,0,1,0,1825,40,0,1
41,0,212894,3,0,6,2,0,1,0,0,40,31,0
62,0,223975,4,0,5,2,0,1,0,0,20,0,0
58,0,357788,9,0,1,2,4,1,0,0,40,0,0
40,0,406811,9,3,4,5,0,0,0,0,40,4,0
24,0,154422,13,2,4,1,1,0,0,0,40,15,0
47,0,140644,9,0,4,2,0,1,0,0,40,0,1
19,0,355477,9,2,2,1,4,1,0,0,25,0,0
32,0,151773,10,0,1,2,0,1,0,0,45,0,0
51,5,341548,10,1,8,3,0,0,0,0,40,0,0
25,0,512771,5,0,10,2,0,1,0,0,45,0,0
60,NULL,141580,14,0,NULL,2,0,1,0,0,40,0,0
22,0,48988,10,2,10,3,0,1,0,0,40,0,0
29,0,201022,13,0,4,0,0,0,0,0,50,0,1
20,0,82777,9,0,3,1,0,1,0,0,40,0,0
42,0,152676,4,1,1,5,0,1,0,0,40,3,0
18,0,115815,9,2,7,1,0,1,0,0,20,0,0
23,0,168009,6,0,7,1,1,0,0,0,40,19,0
28,0,213152,13,0,8,2,0,1,0,0,40,NULL,1
55,0,89690,13,1,5,3,0,0,0,0,40,0,1
40,0,126868,9,1,7,3,4,1,0,0,40,0,0
52,0,95128,10,1,3,3,0,1,0,0,50,0,0
37,0,185567,9,1,7,5,0,1,0,0,40,0,1
21,0,301408,10,2,3,1,0,0,0,1602,22,0,0
35,0,216256,11,2,2,3,0,1,0,0,60,0,0
45,0,182541,10,1,7,5,0,1,0,0,48,0,0
39,0,172855,9,1,8,5,4,0,0,0,40,0,0
54,0,68684,9,0,1,2,0,1,0,0,44,0,0
42,0,364832,4,1,3,3,0,0,0,0,40,0,0
26,NULL,264300,10,0,NULL,0,0,0,0,0,20,0,0
59,2,349910,12,0,1,2,0,1,0,0,40,0,0
42,0,276218,9,0,3,0,0,0,0,0,40,0,1
22,0,251196,10,2,12,1,4,0,0,0,20,0,0
33,0,196898,13,2,5,3,0,0,0,0,40,0,0
39,0,58343,10,0,7,2,0,1,0,0,40,0,1
18,2,101061,7,2,9,1,0,1,0,0,70,0,0
46,0,415051,10,0,3,2,4,1,0,0,60,0,1
24,0,174043,13,2,2,3,0,1,0,0,40,0,0
28,0,129460,11,0,6,0,0,0,0,0,30,26,0
21,5,110946,9,2,8,1,0,0,0,0,43,0,0
22,0,313873,7,2,1,1,0,1,0,0,30,0,0
61,0,81132,3,0,6,2,1,1,7298,0,40,15,1
56,3,255386,10,0,8,2,1,1,0,0,40,25,0
21,0,191497,10,2,3,1,0,0,0,0,20,0,0
17,0,128617,6,2,6,1,0,1,0,0,26,0,0
29,0,368949,10,0,6,2,0,1,0,0,40,NULL,1
28,4,263600,9,0,12,2,0,1,0,0,40,0,1
62,0,257277,9,4,8,3,0,0,0,0,38,0,0
39,0,339442,9,3,7,3,4,1,2176,0,40,0,0
30,4,289442,9,2,12,3,0,1,0,0,40,0,0
20,NULL,162667,7,2,NULL,5,0,1,0,0,40,36,0
18,4,466325,7,2,8,1,0,1,0,0,12,0,0
54,0,142169,9,2,6,1,0,1,0,0,40,0,0
49,0,252079,10,0,10,2,0,1,0,0,40,0,1
33,5,119628,16,0,5,2,1,1,0,0,50,39,0
50,0,175804,13,0,3,2,0,1,0,0,40,0,1
57,0,70720,9,0,2,2,0,1,0,0,78,0,0
50,5,201513,9,1,8,1,0,0,0,0,40,0,0
45,0,257609,13,0,4,2,0,1,0,0,40,0,1
41,0,124692,10,0,4,1,0,1,0,0,40,0,1
23,0,268525,9,0,7,2,0,1,0,0,48,0,0
23,0,250630,13,2,3,3,0,0,0,0,40,0,0
47,0,180277,9,0,8,0,0,0,0,0,40,30,0
39,1,191342,13,0,4,2,1,1,0,0,50,10,0
29,0,250967,11,0,7,2,0,1,0,1887,48,0,1
46,0,153254,9,0,7,2,4,1,0,0,40,0,0
18,0,362600,3,2,6,1,0,1,0,0,40,0,0
68,0,171933,4,0,1,2,0,1,0,0,40,0,0
62,0,211408,11,0,0,2,0,1,0,0,40,0,1
43,0,48193,12,0,0,2,0,1,0,0,40,0,0
35,0,22463,9,0,1,2,0,1,0,0,40,0,0
21,0,440969,9,2,8,1,0,0,0,0,40,0,0
21,5,164922,10,2,6,1,0,1,0,0,40,0,0
41,4,134524,11,1,1,5,0,0,0,0,45,0,0
61,0,176689,9,0,10,2,0,1,0,0,40,0,0
24,0,220993,9,2,1,3,0,1,0,0,50,0,0
21,0,512828,9,2,12,1,4,1,0,0,40,0,0
36,5,422275,3,0,2,2,0,1,0,0,40,20,0
37,4,65291,11,2,12,3,0,0,0,0,40,0,0
69,0,197080,8,0,10,2,0,1,9386,0,60,0,1
49,3,181657,10,1,4,3,0,0,0,0,50,0,0
55,0,190257,9,0,9,2,0,1,0,0,53,0,1
21,0,238068,9,0,7,2,0,1,0,0,40,0,0
18,0,337046,6,2,2,1,0,1,0,0,40,0,0
26,0,187248,9,0,5,3,4,1,0,0,40,0,0
20,NULL,250037,10,2,NULL,1,0,0,0,0,18,NULL,0
46,0,285750,9,0,9,2,0,1,4064,0,55,0,0
23,0,260617,6,2,1,3,0,1,0,0,40,0,0
48,0,216999,9,0,1,2,0,1,0,0,40,0,1
36,0,531055,9,0,1,2,0,1,0,1902,48,0,1
42,5,121265,14,1,5,3,0,1,0,0,40,0,0
41,4,184466,14,0,5,2,0,1,0,0,38,0,1
45,0,297676,12,4,3,5,0,0,0,0,40,12,0
52,0,114228,9,1,1,3,0,1,3325,0,40,0,0
22,4,121144,13,2,5,1,4,0,0,0,18,0,0
20,0,26842,10,2,7,3,0,0,2176,0,40,0,0
27,0,113054,9,3,7,3,0,1,0,0,43,0,0
36,0,256636,9,1,4,3,0,1,0,0,40,0,0
34,0,152246,9,0,10,2,2,1,0,0,52,0,0
38,0,108140,14,0,5,2,0,1,0,0,50,0,1
20,NULL,203353,10,2,NULL,1,0,0,0,0,40,0,0
47,0,207207,9,1,3,5,0,0,0,0,45,0,0
21,0,115420,9,0,1,2,0,1,0,0,50,0,0
33,0,80058,9,2,10,3,0,1,0,0,40,0,0
31,4,48520,12,2,12,5,0,1,0,0,40,0,0
61,0,411652,8,0,1,2,0,1,0,0,40,20,0
46,0,154405,6,0,6,2,4,1,0,0,45,0,0
55,4,104917,14,0,5,2,4,1,0,0,40,0,1
19,5,261422,10,2,5,1,0,1,0,0,40,0,0
39,0,48915,9,0,7,2,0,1,0,0,40,0,1
61,0,172037,9,0,2,2,0,1,0,0,40,0,0
28,0,144833,10,0,6,2,0,1,0,0,40,0,0
28,0,275116,6,0,10,2,0,1,0,0,40,0,0
61,NULL,72886,9,0,NULL,2,0,1,0,0,38,0,1
61,0,103575,9,0,1,2,0,1,0,0,37,0,0
54,0,200783,10,0,3,2,0,1,0,0,40,0,0
50,2,152810,10,0,7,2,0,1,0,0,70,5,0
37,4,44694,14,0,5,0,0,0,0,0,45,0,1
17,NULL,48703,7,2,NULL,1,0,0,0,0,30,0,0
56,0,91905,9,0,3,0,0,0,0,0,4,0,0
31,0,168906,13,1,4,3,0,0,0,0,50,0,1
32,5,147215,13,0,4,0,0,0,0,0,55,0,1
28,0,153546,7,1,2,5,0,0,0,0,40,0,0
34,0,35595,11,0,0,2,0,1,0,0,40,0,0
33,0,225507,6,2,2,1,0,0,0,0,25,0,0
42,0,345504,11,1,8,3,0,0,0,0,35,0,0
64,0,137205,11,0,1,2,0,1,0,0,48,0,0
29,0,327779,10,0,6,2,0,1,0,0,20,0,0
41,NULL,213416,3,0,NULL,2,0,1,0,0,32,20,0
45,0,362883,10,0,10,2,0,1,0,0,40,0,0
48,0,131309,14,0,5,2,0,1,0,0,45,0,1
44,0,188331,10,3,0,3,0,0,0,0,38,0,0
34,3,194740,10,2,8,3,0,1,0,0,40,0,0
40,0,43711,9,2,7,3,0,1,0,0,45,0,0
45,0,187033,9,0,1,2,0,1,0,2051,40,0,0
23,0,233923,10,2,2,1,0,0,0,0,20,0,0
51,0,84278,13,0,5,2,0,1,0,0,55,0,1
24,0,437666,9,0,1,2,0,1,2885,0,50,0,0
57,0,186386,13,4,5,5,0,1,10520,0,40,0,1
23,0,129767,10,2,8,3,0,0,0,1721,40,0,0
34,0,180284,10,0,9,2,0,1,0,0,40,0,1
36,0,108320,9,1,7,3,0,1,4101,0,40,0,0
56,2,75214,15,0,5,2,0,1,0,0,32,0,1
42,0,284758,9,1,4,5,0,0,0,0,40,0,0
45,2,188330,13,0,4,2,0,1,0,0,60,0,0
38,0,333651,13,0,5,2,0,1,15024,0,70,0,1
29,4,115305,11,0,12,2,0,1,7688,0,40,0,1
54,0,172962,13,1,5,3,0,1,0,1340,40,0,0
40,0,198096,9,0,7,2,0,1,0,0,40,0,1
29,0,163265,9,0,10,2,0,1,0,0,40,0,0
35,3,128608,13,2,4,1,0,1,0,0,40,0,0
47,0,107460,9,3,4,5,0,0,0,0,37,0,0
51,0,251841,11,2,4,3,0,0,0,0,43,0,0
28,0,403671,9,2,2,4,0,1,0,0,40,20,0
58,0,159378,9,0,7,2,0,1,0,0,45,0,1
24,0,170070,9,2,7,1,0,0,0,0,25,0,0
46,5,192323,9,1,4,3,0,1,0,0,40,0,0
57,0,135796,6,0,7,2,4,1,0,0,48,0,0
22,0,232985,9,2,6,4,0,1,0,0,20,0,0
28,0,34532,13,2,0,3,4,1,0,0,30,18,0
17,NULL,371316,6,2,NULL,1,0,1,0,0,25,0,0
23,0,236994,9,2,3,1,0,1,0,0,60,0,0
19,0,208366,9,2,6,3,0,1,0,0,40,0,0
66,5,102640,9,4,5,5,4,0,0,0,35,0,0
38,0,111377,10,0,4,2,0,1,0,0,55,0,0
39,3,472166,10,1,4,5,4,0,0,0,40,0,0
39,NULL,86551,8,0,NULL,2,0,1,0,0,40,0,0
47,0,70943,9,0,7,2,0,1,5178,0,40,0,1
39,0,294919,9,1,10,1,0,1,0,0,60,0,0
22,0,408383,10,2,10,1,0,1,0,0,40,0,0
36,0,255454,9,2,1,1,4,1,0,0,30,0,0
32,0,193260,10,0,7,2,1,1,0,0,40,15,0
29,NULL,191935,9,2,NULL,3,0,1,0,0,40,0,0
43,4,125461,13,2,5,3,0,1,0,0,40,0,0
51,0,97005,9,0,1,2,0,1,0,0,40,0,0
42,0,183319,3,0,1,2,0,1,0,0,60,0,0
32,5,167049,8,2,8,5,0,0,0,0,40,0,0
34,0,185216,10,2,8,1,0,1,0,0,40,0,0
51,0,161838,11,0,1,2,0,1,0,0,57,0,0
38,0,165848,13,0,3,2,0,1,0,0,44,0,0
21,0,138816,9,2,6,1,4,1,0,0,20,0,0
33,1,99761,13,2,2,3,0,0,0,0,15,0,0
34,0,112139,9,0,1,2,0,1,0,0,40,0,0
32,0,129020,9,0,4,2,0,1,0,0,40,0,0
38,NULL,365465,11,2,NULL,1,0,1,0,0,15,0,0
27,1,259873,9,0,2,2,4,1,0,0,60,0,1
35,2,89622,10,0,3,2,0,1,0,0,50,0,1
29,5,201556,13,2,5,3,0,1,0,0,50,0,0
40,0,176286,9,0,1,2,0,1,0,0,40,0,0
46,0,192894,4,0,9,2,4,1,0,0,30,0,0
37,0,172232,9,2,2,5,4,0,0,0,30,0,0
38,1,163204,9,0,1,2,0,1,3411,0,25,0,0
37,0,265737,10,0,4,2,4,1,0,1887,60,12,1
44,0,215304,13,0,5,2,0,1,0,0,45,0,1
25,0,185952,14,2,5,3,0,1,0,0,30,0,0
38,0,216845,9,2,3,5,0,1,0,0,42,0,0
34,4,35683,12,1,8,5,0,0,0,0,10,0,0
50,1,371305,9,0,3,2,0,1,0,1902,60,0,1
46,0,102359,10,0,4,2,0,1,0,0,50,0,1
20,0,200089,3,2,6,5,0,1,0,0,30,31,0
47,5,207120,11,0,4,2,0,1,0,0,38,0,1
46,0,295334,16,0,5,2,0,1,0,0,60,0,1
34,0,234537,12,1,3,3,0,1,0,0,40,0,0
61,0,142922,9,0,10,2,0,1,0,0,40,0,0
55,5,181641,10,1,5,3,4,0,0,0,37,0,0
36,0,185325,9,2,10,3,0,1,0,0,35,0,0
28,0,167336,10,2,4,3,0,0,10520,0,40,0,1
22,0,379778,9,2,2,3,0,1,0,0,40,0,0
34,0,176117,10,2,3,1,4,0,0,0,35,0,0
33,0,100228,10,2,7,3,4,1,0,0,40,0,0
27,0,150296,9,2,2,1,0,0,0,0,32,0,0
43,3,25005,14,0,6,2,0,1,5013,0,12,0,0
55,0,134120,6,0,1,2,0,1,99999,0,40,0,1
39,1,251710,6,5,2,3,0,0,0,1721,15,0,0
20,0,653574,10,2,2,1,0,1,0,0,33,36,0
38,0,175441,9,2,6,3,4,1,0,0,40,0,0
30,0,333119,10,2,1,3,0,1,0,0,40,0,0
21,0,89154,7,2,2,1,0,1,0,0,42,36,0
60,0,198727,9,0,5,2,0,1,0,0,30,0,0
43,0,87284,10,2,6,3,0,1,0,0,40,0,0
36,0,180686,9,0,1,2,0,1,0,0,45,0,1
23,0,227070,10,2,2,5,0,0,0,0,48,36,0
57,4,189824,10,0,6,2,4,1,7298,0,40,0,1
25,4,348986,9,2,6,4,4,1,0,0,40,0,0
38,0,96185,9,1,2,5,4,0,0,0,32,0,0
22,0,112693,9,0,1,2,0,1,0,0,35,0,0
23,0,417605,3,2,1,3,0,1,0,0,40,20,0
61,1,140300,9,2,3,3,0,0,0,0,44,0,0
28,0,340408,10,1,1,3,0,1,0,0,46,0,0
17,NULL,187539,7,2,NULL,1,0,0,0,0,10,0,0
21,0,237051,10,2,2,1,0,0,0,0,25,0,0
49,0,175622,14,0,5,2,0,1,0,0,40,0,0
37,0,389725,8,1,1,1,0,1,0,0,35,0,0
23,0,182812,10,2,2,1,0,0,0,0,40,24,0
38,1,245372,10,0,5,2,0,1,3137,0,50,0,0
34,4,93886,13,0,5,0,0,0,0,0,46,0,1
21,0,502837,9,2,7,1,0,0,0,0,40,38,0
27,5,212232,10,0,4,2,4,1,0,0,40,0,1
57,0,300104,9,0,1,2,0,1,0,0,84,0,1
22,0,156933,9,2,6,1,4,1,0,0,25,0,0
20,0,286734,10,2,8,3,3,0,0,0,35,0,0
49,2,143482,10,0,5,0,0,0,0,0,65,0,1
38,0,226357,9,0,1,2,0,1,0,0,40,0,0
40,0,104892,13,0,0,2,0,1,0,0,40,0,0
44,0,223194,9,0,1,2,4,1,0,1485,40,28,0
37,1,272090,10,0,8,0,0,0,0,0,20,0,0
57,0,204816,14,1,5,3,0,1,0,0,30,0,0
56,0,230039,4,2,2,1,0,0,0,0,30,0,0
41,0,242619,12,1,5,3,0,1,0,0,80,0,0
50,1,131982,9,0,2,2,1,1,0,0,60,10,0
33,0,87310,5,2,7,3,0,1,0,0,50,0,0
29,0,134566,14,0,3,2,0,1,0,0,20,0,0
28,3,163862,13,0,4,2,0,1,5178,0,40,0,1
35,0,239409,6,0,7,2,0,1,0,0,50,0,0
36,0,203717,9,1,1,5,0,1,0,0,40,0,0
45,0,172274,16,1,5,5,4,0,0,3004,35,0,1
30,1,65278,12,2,1,1,0,1,0,0,40,0,0
35,2,135289,9,0,2,2,0,1,0,0,60,0,0
27,0,246974,11,0,3,2,0,1,0,0,40,0,0
22,0,180060,9,2,4,3,0,1,0,0,40,35,0
24,0,118023,10,2,6,1,0,1,0,0,30,0,0
47,0,102308,13,0,5,2,0,1,0,0,50,0,1
47,0,45564,10,0,4,2,0,1,0,0,40,0,1
18,0,137646,7,2,2,1,0,0,0,0,15,0,0
18,0,237646,10,2,8,1,0,1,0,0,30,0,0
31,4,189843,9,1,12,3,0,1,0,0,47,0,1
43,1,118261,14,1,2,5,0,0,0,0,30,0,0
45,0,288437,9,0,10,2,3,1,4064,0,40,0,0
39,0,106347,9,0,10,2,0,1,0,0,40,0,0
30,0,316471,13,2,8,3,0,1,0,0,50,0,0
22,0,50058,10,2,8,3,0,0,0,0,35,0,0
30,1,182089,9,0,9,2,0,1,0,0,85,0,0
36,0,186865,16,0,5,2,0,1,0,0,60,0,1
20,5,158206,12,2,5,3,0,1,0,0,30,0,0
61,NULL,229744,2,0,NULL,2,0,1,3942,0,20,20,0
27,0,141545,9,0,10,2,0,1,0,1902,45,0,0
59,4,50929,10,0,4,2,0,1,0,0,60,0,1
60,0,132529,9,0,1,2,0,1,0,0,40,0,0
43,0,260696,13,1,4,3,0,0,0,0,40,0,0
35,0,231180,9,1,10,3,0,1,0,0,60,0,0
40,0,223277,13,0,8,2,0,1,0,0,50,0,1
20,0,279538,7,0,6,4,0,1,2961,0,35,0,0
47,0,46044,14,0,4,2,0,1,0,0,40,0,0
40,0,168071,12,1,5,3,0,1,0,0,50,0,0
20,0,79691,9,2,7,1,0,1,0,0,40,0,0
75,NULL,114204,10,0,NULL,2,0,1,0,0,13,0,0
25,0,124111,10,2,8,1,0,0,0,0,40,0,0
47,0,104521,11,0,5,2,0,1,0,0,40,0,1
29,1,128516,12,4,3,5,0,0,0,0,40,0,1
34,0,112564,9,0,10,2,0,1,0,0,45,0,0
45,5,32186,13,3,5,3,0,0,0,0,40,0,0
23,0,239663,10,2,6,1,0,1,2597,0,50,0,0
46,0,269284,12,4,8,5,0,0,0,0,40,0,0
41,5,175537,10,1,7,3,4,0,0,0,38,0,0
29,0,444304,13,0,5,2,0,1,0,0,40,0,1
17,0,27415,7,2,6,1,2,1,0,0,20,0,0
39,0,174343,5,0,1,2,0,1,0,0,40,0,0
37,0,148143,9,2,7,5,4,0,0,0,40,0,0
34,0,209213,9,0,7,2,4,1,0,0,40,NULL,0
20,0,165097,9,2,1,3,0,1,0,0,40,0,0
18,NULL,51574,9,2,NULL,1,1,0,0,1602,38,0,0
52,0,167651,11,0,1,2,0,1,0,0,40,0,1
42,4,29075,12,0,5,0,2,0,0,0,40,0,0
22,0,396895,3,0,1,2,0,1,0,0,35,20,0
66,5,71075,10,1,4,3,0,0,0,0,55,0,0
35,0,129573,9,0,10,2,0,1,0,0,65,0,0
40,4,183765,12,2,5,3,0,1,0,0,40,0,1
21,0,164991,9,1,3,5,2,0,0,0,38,0,0
51,4,154891,9,1,12,5,0,1,0,0,52,0,0
34,0,200117,6,0,1,2,0,1,0,0,40,0,0
24,0,176389,9,0,1,2,0,1,0,0,40,0,0
43,0,342567,13,5,8,5,0,0,0,0,40,0,0
34,0,178841,13,0,4,0,0,0,0,0,40,0,1
42,4,191149,14,2,5,5,0,0,0,0,40,0,0
41,0,29702,11,2,1,3,0,1,0,0,30,0,0
21,0,157893,9,2,10,1,0,0,0,0,40,0,0
64,4,31993,4,0,12,2,0,1,0,0,10,0,0
24,3,210736,9,2,8,3,0,0,0,1974,40,0,0
23,0,39615,10,2,6,1,0,1,0,0,10,0,0
29,0,200511,9,0,3,2,0,1,0,0,50,0,0
44,1,47818,9,1,4,5,0,0,0,0,60,0,0
28,0,183155,13,0,5,2,0,1,0,0,55,0,0
33,2,374905,9,0,3,2,0,1,0,0,50,0,1
35,0,128876,10,0,1,2,0,1,0,0,40,0,0
41,0,202872,6,5,1,3,0,0,0,0,40,0,0
42,0,153414,13,0,3,2,4,1,0,0,40,0,1
51,1,24790,10,0,4,2,0,1,0,0,99,0,1
32,0,316769,7,2,2,5,4,0,0,0,40,18,0
37,0,126569,9,2,1,1,0,1,0,0,40,0,0
18,0,128538,7,2,3,1,0,0,0,0,25,0,0
24,0,234640,11,2,2,1,0,0,0,0,35,0,0
29,NULL,65372,10,1,NULL,5,0,0,0,0,40,0,0
45,0,343377,10,0,8,2,0,1,0,0,40,0,0
52,3,30731,13,0,4,2,0,1,0,0,45,0,1
35,0,412379,9,2,2,3,0,0,0,0,40,0,0
46,2,112320,13,1,4,3,0,0,0,0,50,0,0
63,0,181929,9,4,4,5,0,1,0,0,50,0,1
32,4,100135,13,0,5,0,0,0,0,0,35,0,1
24,0,128061,9,2,2,1,0,0,594,0,15,0,0
72,NULL,402306,10,0,NULL,2,0,1,0,0,32,4,0
35,NULL,98389,10,2,NULL,5,0,1,0,0,10,0,0
29,0,179565,13,2,8,3,0,0,0,0,40,0,0
35,0,64922,13,0,4,2,0,1,7688,0,50,0,1
70,0,102610,6,0,6,2,0,1,0,0,32,0,0
65,NULL,115513,13,0,NULL,2,0,1,5556,0,48,0,1
36,0,150548,9,2,7,3,0,0,0,0,30,0,0
53,0,133219,9,0,2,2,4,1,4386,0,30,0,1
49,4,67001,9,0,10,2,0,1,0,0,40,0,0
60,0,162347,15,0,4,2,0,1,0,1902,40,0,1
18,0,138557,7,2,6,1,0,1,0,0,40,0,0
21,0,170456,10,2,2,1,0,1,0,0,35,16,0
42,0,66006,6,2,10,3,4,1,0,0,40,0,0
25,5,176077,14,2,5,3,0,0,0,0,37,0,0
32,0,218322,9,0,1,2,0,1,0,0,40,0,0
25,2,181691,9,0,3,2,0,1,0,0,60,NULL,0
47,0,168232,13,0,8,2,0,1,7298,0,40,0,1
30,0,161690,11,2,5,3,0,0,0,0,40,0,0
21,NULL,242736,12,2,NULL,1,0,0,0,0,40,0,0
38,1,67317,13,0,9,2,0,1,0,0,60,0,0
34,0,265807,9,0,10,2,0,1,0,2051,55,0,0
37,0,99357,12,2,2,3,0,0,0,0,30,0,0
56,0,170070,9,0,4,0,0,0,0,0,40,0,1
52,5,231166,11,0,4,2,0,1,0,0,40,0,0
23,0,62339,13,2,5,1,0,1,0,0,40,0,0
29,5,118520,9,0,12,2,0,1,0,0,42,0,0
45,0,155659,9,0,1,2,0,1,0,0,40,0,1
23,4,157331,13,2,5,3,0,0,0,0,40,0,0
45,0,341762,14,0,4,2,0,1,0,0,65,0,1
30,0,164190,13,2,4,3,0,1,0,0,42,0,0
45,0,83064,13,0,3,2,0,1,0,0,50,0,0
26,0,304283,9,0,7,2,0,1,0,0,40,0,0
23,0,436798,10,0,7,2,0,1,0,0,40,0,0
24,0,29302,10,2,2,1,0,0,0,0,40,NULL,0
43,0,104660,14,4,4,5,0,1,4934,0,40,0,1
42,0,79036,9,1,6,5,0,1,0,0,40,0,0
72,0,165622,10,4,8,3,0,0,0,0,25,0,0
21,NULL,177287,10,2,NULL,1,0,0,0,0,40,0,0
57,0,199847,13,0,4,2,0,1,15024,0,60,0,1
24,0,22966,13,0,3,2,0,1,0,0,45,0,0
27,0,59068,9,0,6,2,0,1,0,0,40,0,0
54,0,77336,9,0,3,2,0,1,0,0,40,0,0
42,4,96524,9,0,4,2,0,1,0,0,60,0,1
17,0,143868,5,2,2,1,4,1,0,0,40,0,0
48,0,121424,13,0,4,2,0,1,0,0,55,0,1
39,0,176279,13,1,3,3,0,0,0,0,40,0,0
41,2,177905,13,0,4,2,0,1,7688,0,70,0,1
50,0,205100,4,0,2,0,0,0,0,0,35,NULL,0
57,0,353881,9,1,10,3,0,1,0,0,45,0,0
44,4,177937,16,0,5,2,0,1,0,0,36,0,1
20,NULL,122244,9,2,NULL,3,0,0,0,0,28,0,0
49,0,125892,9,0,3,2,0,1,0,0,40,0,0
44,0,155472,12,2,5,5,4,0,1151,0,50,0,0
42,0,355728,11,2,1,3,0,1,0,0,44,0,0
18,NULL,245274,10,2,NULL,1,0,1,0,0,16,0,0
18,0,240330,8,2,2,1,0,1,0,0,18,0,0
